"","feature","sentiment"
"2181"," aktiveren ","1"
"2182"," aktiverer ","1"
"2183"," aktiveres ","1"
"2184"," aktives ","1"
"2185"," aktivieren ","1"
"2186"," aktivierte ","1"
"39"," aktivist ","1"
"40"," aktivistin ","1"
"41"," aktivität ","1"
"42"," aktivitäten ","1"
"43"," aktivposten ","1"
"2187"," aktivst ","1"
"2188"," aktivste ","1"
"2189"," aktivstem ","1"
"2190"," aktivsten ","1"
"2191"," aktivster ","1"
"2192"," aktivstes ","1"
"44"," aktivum ","1"
"2193"," aktualisier ","1"
"2194"," aktualisiere ","1"
"2195"," aktualisieren ","1"
"2196"," aktualisierest ","1"
"2197"," aktualisieret ","1"
"2198"," aktualisierst ","1"
"2199"," aktualisiert ","1"
"2200"," aktualisierte ","1"
"2201"," aktualisierten ","1"
"2202"," aktualisiertest ","1"
"2203"," aktualisiertet ","1"
"45"," aktualisierung ","1"
"46"," aktualisierungen ","1"
"47"," aktualität ","1"
"48"," aktualitäten ","1"
"2204"," aktuell ","1"
"2205"," aktuelle ","1"
"2206"," aktuellem ","1"
"2207"," aktuellen ","1"
"2208"," aktueller ","1"
"2209"," aktuellere ","1"
"2210"," aktuellerem ","1"
"2211"," aktuelleren ","1"
"2212"," aktuellerer ","1"
"2213"," aktuelleres ","1"
"2214"," aktuelles ","1"
"2215"," aktuellst ","1"
"2216"," aktuellste ","1"
"2217"," aktuellstem ","1"
"2218"," aktuellsten ","1"
"2219"," aktuellster ","1"
"2220"," aktuellstes ","1"
"21639"," akut ","-1"
"21640"," akuter ","-1"
"49"," akzent ","1"
"50"," akzept ","1"
"2221"," akzeptabel ","1"
"2222"," akzeptabelst ","1"
"2223"," akzeptabelste ","1"
"2224"," akzeptabelstem ","1"
"2225"," akzeptabelsten ","1"
"2226"," akzeptabelster ","1"
"2227"," akzeptabelstes ","1"
"2228"," akzeptable ","1"
"2229"," akzeptablem ","1"
"2230"," akzeptablen ","1"
"2231"," akzeptabler ","1"
"2232"," akzeptablere ","1"
"2233"," akzeptablerem ","1"
"2234"," akzeptableren ","1"
"2235"," akzeptablerer ","1"
"2236"," akzeptableres ","1"
"2237"," akzeptables ","1"
"51"," akzeptanz ","1"
"2238"," akzeptier ","1"
"2239"," akzeptierbar ","1"
"2240"," akzeptiere ","1"
"2241"," akzeptieren ","1"
"2242"," akzeptierest ","1"
"2243"," akzeptieret ","1"
"2244"," akzeptierst ","1"
"2245"," akzeptiert ","1"
"2246"," akzeptierte ","1"
"2247"," akzeptierten ","1"
"2248"," akzeptiertest ","1"
"2249"," akzeptiertet ","1"
"17750"," akzeptierverweigerung ","-1"
"17751"," alarm ","-1"
"17752"," alarmbereitschaft ","-1"
"17753"," alarme ","-1"
"17754"," alarmen ","-1"
"17755"," alarmes ","-1"
"21641"," alarmier ","-1"
"21642"," alarmiere ","-1"
"21643"," alarmieren ","-1"
"21644"," alarmierend ","-1"
"21645"," alarmierest ","-1"
"21646"," alarmieret ","-1"
"21647"," alarmierst ","-1"
"21648"," alarmiert ","-1"
"21649"," alarmierte ","-1"
"21650"," alarmierten ","-1"
"21651"," alarmiertest ","-1"
"21652"," alarmiertet ","-1"
"17756"," alarmierung ","-1"
"17757"," alarmruf ","-1"
"17758"," alarms ","-1"
"17759"," alarmsignal ","-1"
"17760"," alarmzustand ","-1"
"21653"," albern ","-1"
"17761"," albernheit ","-1"
"17762"," albtraum ","-1"
"21654"," albtraumartig ","-1"
"21655"," albtraumhaft ","-1"
"21656"," algide ","-1"
"2250"," alkalisch ","1"
"21657"," alkoholisiert ","-1"
"21658"," alkoholisierte ","-1"
"21659"," alkoholisiertem ","-1"
"21660"," alkoholisierten ","-1"
"21661"," alkoholisierter ","-1"
"21662"," alkoholisiertere ","-1"
"21663"," alkoholisierterem ","-1"
"21664"," alkoholisierteren ","-1"
"21665"," alkoholisierterer ","-1"
"21666"," alkoholisierteres ","-1"
"21667"," alkoholisiertes ","-1"
"21668"," alkoholisiertest ","-1"
"21669"," alkoholisierteste ","-1"
"21670"," alkoholisiertestem ","-1"
"21671"," alkoholisiertesten ","-1"
"21672"," alkoholisiertester ","-1"
"21673"," alkoholisiertestes ","-1"
"17763"," alkoholparanoia ","-1"
"17764"," allantoisparasit ","-1"
"2251"," allbekannt ","1"
"21674"," allein ","-1"
"17765"," alleinherrscher ","-1"
"17766"," alleinherrscherin ","-1"
"2252"," alleinig ","1"
"17767"," alleinsein ","-1"
"2253"," alleinseligmachend ","1"
"2254"," allerbeste ","1"
"2255"," allerbestee ","1"
"2256"," allerbesteem ","1"
"2257"," allerbesteen ","1"
"2258"," allerbesteer ","1"
"2259"," allerbesteere ","1"
"2260"," allerbesteerem ","1"
"2261"," allerbesteeren ","1"
"2262"," allerbesteerer ","1"
"2263"," allerbesteeres ","1"
"2264"," allerbestees ","1"
"2265"," allerbestest ","1"
"2266"," allerbesteste ","1"
"2267"," allerbestestem ","1"
"2268"," allerbestesten ","1"
"2269"," allerbestester ","1"
"2270"," allerbestestes ","1"
"2271"," allererste ","1"
"2272"," allererstee ","1"
"2273"," allerersteem ","1"
"2274"," allerersteen ","1"
"2275"," allerersteer ","1"
"2276"," allerersteere ","1"
"2277"," allerersteerem ","1"
"2278"," allerersteeren ","1"
"2279"," allerersteerer ","1"
"2280"," allerersteeres ","1"
"2281"," allererstees ","1"
"2282"," allererstest ","1"
"2283"," allerersteste ","1"
"2284"," allererstestem ","1"
"2285"," allererstesten ","1"
"2286"," allererstester ","1"
"2287"," allererstestes ","1"
"21675"," allergisch ","-1"
"2288"," allerliebst ","1"
"2289"," allgemeingültig ","1"
"2290"," allgemeingültige ","1"
"2291"," allgemeingültigem ","1"
"2292"," allgemeingültigen ","1"
"2293"," allgemeingültiger ","1"
"2294"," allgemeingültigere ","1"
"2295"," allgemeingültigerem ","1"
"2296"," allgemeingültigeren ","1"
"2297"," allgemeingültigerer ","1"
"2298"," allgemeingültigeres ","1"
"2299"," allgemeingültiges ","1"
"2300"," allgemeingültigst ","1"
"2301"," allgemeingültigste ","1"
"2302"," allgemeingültigstem ","1"
"2303"," allgemeingültigsten ","1"
"2304"," allgemeingültigster ","1"
"2305"," allgemeingültigstes ","1"
"52"," allheilmittel ","1"
"53"," allianz ","1"
"54"," alliierte ","1"
"2306"," allmächtig ","1"
"2307"," allmächtige ","1"
"2308"," allumfassend ","1"
"2309"," allumfassende ","1"
"2310"," allumfassendem ","1"
"2311"," allumfassenden ","1"
"2312"," allumfassender ","1"
"2313"," allumfassendere ","1"
"2314"," allumfassenderem ","1"
"2315"," allumfassenderen ","1"
"2316"," allumfassenderer ","1"
"2317"," allumfassenderes ","1"
"2318"," allumfassendes ","1"
"2319"," allumfassendst ","1"
"2320"," allumfassendste ","1"
"2321"," allumfassendstem ","1"
"2322"," allumfassendsten ","1"
"2323"," allumfassendster ","1"
"2324"," allumfassendstes ","1"
"17768"," almosen ","-1"
"17769"," almosenempfänger ","-1"
"17770"," almosenempfängerin ","-1"
"17771"," alptraum ","-1"
"17774"," alpträume ","-1"
"17775"," alpträumen ","-1"
"17772"," alptraumes ","-1"
"17773"," alptraums ","-1"
"21676"," alt ","-1"
"55"," altarraum ","1"
"56"," altbaumodernisierung ","1"
"57"," altbausanierung ","1"
"21677"," alte ","-1"
"2325"," altehrwürdig ","1"
"2326"," alteingeführt ","1"
"21678"," altem ","-1"
"21679"," alten ","-1"
"21680"," alter ","-1"
"37121"," älter ","-1"
"37122"," ältere ","-1"
"37123"," älterem ","-1"
"37124"," älteren ","-1"
"37125"," älterer ","-1"
"37126"," älteres ","-1"
"17776"," altern ","-1"
"17777"," alterskachexie ","-1"
"21681"," altersschwach ","-1"
"17778"," altersschwäche ","-1"
"21682"," altertümlich ","-1"
"17779"," alterung ","-1"
"58"," alterungsbeständigkeit ","1"
"21683"," altes ","-1"
"37127"," ältest ","-1"
"37128"," älteste ","-1"
"37129"," ältestem ","-1"
"37130"," ältesten ","-1"
"37131"," ältester ","-1"
"37132"," ältestes ","-1"
"2327"," altfränkisch ","1"
"2328"," althergebracht ","1"
"2329"," altherkömmlich ","1"
"17780"," altlast ","-1"
"21684"," altmodisch ","-1"
"21685"," altmodische ","-1"
"21686"," altmodischem ","-1"
"21687"," altmodischen ","-1"
"21688"," altmodischer ","-1"
"21689"," altmodischere ","-1"
"21690"," altmodischerem ","-1"
"21691"," altmodischeren ","-1"
"21692"," altmodischerer ","-1"
"21693"," altmodischeres ","-1"
"21694"," altmodisches ","-1"
"21695"," altmodischst ","-1"
"21696"," altmodischste ","-1"
"21697"," altmodischstem ","-1"
"21698"," altmodischsten ","-1"
"21699"," altmodischster ","-1"
"21700"," altmodischstes ","-1"
"59"," altruist ","1"
"60"," altruistin ","1"
"2330"," altruistisch ","1"
"17781"," altstoff ","-1"
"2331"," altüberliefert ","1"
"17782"," altweibergeschwätz ","-1"
"17783"," amateur ","-1"
"17784"," amateure ","-1"
"17785"," amateuren ","-1"
"21701"," amateurhaft ","-1"
"21702"," amateurhafte ","-1"
"21703"," amateurhaftem ","-1"
"21704"," amateurhaften ","-1"
"21705"," amateurhafter ","-1"
"21706"," amateurhaftere ","-1"
"21707"," amateurhafterem ","-1"
"21708"," amateurhafteren ","-1"
"21709"," amateurhafterer ","-1"
"21710"," amateurhafteres ","-1"
"21711"," amateurhaftes ","-1"
"21712"," amateurhaftest ","-1"
"21713"," amateurhafteste ","-1"
"21714"," amateurhaftestem ","-1"
"21715"," amateurhaftesten ","-1"
"21716"," amateurhaftester ","-1"
"21717"," amateurhaftestes ","-1"
"17786"," amateurs ","-1"
"21718"," ambig ","-1"
"17787"," ambiguität ","-1"
"2332"," ambitioniert ","1"
"2333"," ambitiös ","1"
"21719"," ambivalent ","-1"
"21720"," ambivalente ","-1"
"21721"," ambivalentem ","-1"
"21722"," ambivalenten ","-1"
"21723"," ambivalenter ","-1"
"21724"," ambivalentere ","-1"
"21725"," ambivalenterem ","-1"
"21726"," ambivalenteren ","-1"
"21727"," ambivalenterer ","-1"
"21728"," ambivalenteres ","-1"
"21729"," ambivalentes ","-1"
"21730"," ambivalentest ","-1"
"21731"," ambivalenteste ","-1"
"21732"," ambivalentestem ","-1"
"21733"," ambivalentesten ","-1"
"21734"," ambivalentester ","-1"
"21735"," ambivalentestes ","-1"
"17788"," ambivalenz ","-1"
"17789"," ambivalenzen ","-1"
"17791"," amoklauf ","-1"
"61"," amtsbefugnis ","1"
"62"," amulett ","1"
"2334"," amüsant ","1"
"63"," amüsement ","1"
"2335"," amüsieren ","1"
"2336"," amüsierte ","1"
"2337"," anabol ","1"
"17794"," analphabet ","-1"
"17795"," analphabetin ","-1"
"21982"," anämisch ","-1"
"17796"," anarchie ","-1"
"21736"," anarchisch ","-1"
"17797"," anarchismus ","-1"
"17798"," anarchist ","-1"
"17799"," anarchistin ","-1"
"21737"," anarchistisch ","-1"
"2338"," anbeten ","1"
"64"," anbeter ","1"
"65"," anbetung ","1"
"2339"," anbetungswürdig ","1"
"2340"," anbieten ","1"
"17800"," anbruch ","-1"
"21738"," anbrüllen ","-1"
"66"," andacht ","1"
"2342"," andächtig ","1"
"2341"," andauern ","1"
"17801"," andersdenkende ","-1"
"21739"," anderweitig ","-1"
"21740"," andeuten ","-1"
"21741"," andeutend ","-1"
"17802"," andeutung ","-1"
"67"," andrang ","1"
"68"," andranges ","1"
"69"," andrangs ","1"
"21742"," androh ","-1"
"21743"," androhe ","-1"
"21744"," androhen ","-1"
"21745"," androhest ","-1"
"21746"," androhet ","-1"
"21747"," androhst ","-1"
"21748"," androht ","-1"
"21749"," androhte ","-1"
"21750"," androhten ","-1"
"21751"," androhtest ","-1"
"21752"," androhtet ","-1"
"17803"," androhung ","-1"
"17804"," androhungen ","-1"
"2343"," aneinanderhängen ","1"
"21753"," anekeln ","-1"
"21754"," anekelnd ","-1"
"2344"," anempfehlen ","1"
"2345"," anerkannt ","1"
"2346"," anerkannte ","1"
"2347"," anerkanntem ","1"
"2348"," anerkannten ","1"
"2349"," anerkannter ","1"
"2350"," anerkanntere ","1"
"2351"," anerkannterem ","1"
"2352"," anerkannteren ","1"
"2353"," anerkannterer ","1"
"2354"," anerkannteres ","1"
"2355"," anerkanntermaßen ","1"
"2356"," anerkanntes ","1"
"2357"," anerkanntest ","1"
"2358"," anerkannteste ","1"
"2359"," anerkanntestem ","1"
"2360"," anerkanntesten ","1"
"2361"," anerkanntester ","1"
"2362"," anerkanntestes ","1"
"2363"," anerkennen ","1"
"2364"," anerkennend ","1"
"2365"," anerkennenswert ","1"
"2366"," anerkennenswerte ","1"
"2367"," anerkennenswertem ","1"
"2368"," anerkennenswerten ","1"
"2369"," anerkennenswerter ","1"
"2370"," anerkennenswertere ","1"
"2371"," anerkennenswerterem ","1"
"2372"," anerkennenswerteren ","1"
"2373"," anerkennenswerterer ","1"
"2374"," anerkennenswerteres ","1"
"2375"," anerkennenswertes ","1"
"2376"," anerkennenswertest ","1"
"2377"," anerkennenswerteste ","1"
"2378"," anerkennenswertestem ","1"
"2379"," anerkennenswertesten ","1"
"2380"," anerkennenswertester ","1"
"2381"," anerkennenswertestes ","1"
"70"," anerkenntnis ","1"
"71"," anerkennung ","1"
"72"," anerkennungen ","1"
"21755"," anfahren ","-1"
"17805"," anfall ","-1"
"21761"," anfällig ","-1"
"21762"," anfällige ","-1"
"21763"," anfälligem ","-1"
"21764"," anfälligen ","-1"
"21765"," anfälliger ","-1"
"21766"," anfälligere ","-1"
"21767"," anfälligerem ","-1"
"21768"," anfälligeren ","-1"
"21769"," anfälligerer ","-1"
"21770"," anfälligeres ","-1"
"21771"," anfälliges ","-1"
"17809"," anfälligkeit ","-1"
"21772"," anfälligst ","-1"
"21773"," anfälligste ","-1"
"21774"," anfälligstem ","-1"
"21775"," anfälligsten ","-1"
"21776"," anfälligster ","-1"
"21777"," anfälligstes ","-1"
"21756"," anfechtbar ","-1"
"21757"," anfechten ","-1"
"17806"," anfechtung ","-1"
"17807"," anfeindung ","-1"
"21758"," anfertigen ","-1"
"2382"," anfeuern ","1"
"21759"," anflehen ","-1"
"21760"," anflehend ","-1"
"17808"," anfressung ","-1"
"17810"," angabe ","-1"
"2458"," angängig ","1"
"21778"," angeben ","-1"
"17811"," angeber ","-1"
"17812"," angeberei ","-1"
"17813"," angeberin ","-1"
"21779"," angeblich ","-1"
"73"," angebot ","1"
"74"," angebote ","1"
"75"," angeboten ","1"
"76"," angebotes ","1"
"77"," angebots ","1"
"2383"," angebracht ","1"
"21780"," angedroht ","-1"
"21781"," angeekelt ","-1"
"21782"," angefertigt ","-1"
"21783"," angefleht ","-1"
"21784"," angegriffen ","-1"
"2384"," angeheitert ","1"
"21785"," angeklagt ","-1"
"21786"," angekränkelt ","-1"
"2385"," angekurbelt ","1"
"21787"," angemaßt ","-1"
"2386"," angemessen ","1"
"2387"," angemessene ","1"
"2388"," angemessenem ","1"
"2389"," angemessenen ","1"
"2390"," angemessener ","1"
"2391"," angemessenere ","1"
"2392"," angemessenerem ","1"
"2393"," angemesseneren ","1"
"2394"," angemessenerer ","1"
"2395"," angemesseneres ","1"
"2396"," angemessenes ","1"
"78"," angemessenheit ","1"
"2397"," angemessenst ","1"
"2398"," angemessenste ","1"
"2399"," angemessenstem ","1"
"2400"," angemessensten ","1"
"2401"," angemessenster ","1"
"2402"," angemessenstes ","1"
"2403"," angemessner ","1"
"2404"," angemessnere ","1"
"2405"," angemessnerem ","1"
"2406"," angemessneren ","1"
"2407"," angemessnerer ","1"
"2408"," angemessneres ","1"
"2426"," angenähert ","1"
"2409"," angenehm ","1"
"2410"," angenehme ","1"
"2411"," angenehmem ","1"
"2412"," angenehmen ","1"
"2413"," angenehmer ","1"
"2414"," angenehmere ","1"
"2415"," angenehmerem ","1"
"2416"," angenehmeren ","1"
"2417"," angenehmerer ","1"
"2418"," angenehmeres ","1"
"2419"," angenehmes ","1"
"2420"," angenehmst ","1"
"2421"," angenehmste ","1"
"2422"," angenehmstem ","1"
"2423"," angenehmsten ","1"
"2424"," angenehmster ","1"
"2425"," angenehmstes ","1"
"21788"," angenommen ","-1"
"2427"," angeregt ","1"
"2428"," angereichert ","1"
"2429"," angesagt ","1"
"21789"," angeschlagen ","-1"
"21790"," angeschnittenes ","-1"
"2430"," angesehen ","1"
"2431"," angesehene ","1"
"2432"," angesehenem ","1"
"2433"," angesehenen ","1"
"2434"," angesehener ","1"
"2435"," angesehenere ","1"
"2436"," angesehenerem ","1"
"2437"," angeseheneren ","1"
"2438"," angesehenerer ","1"
"2439"," angeseheneres ","1"
"2440"," angesehenes ","1"
"2441"," angesehenst ","1"
"2442"," angesehenste ","1"
"2443"," angesehenstem ","1"
"2444"," angesehensten ","1"
"2445"," angesehenster ","1"
"2446"," angesehenstes ","1"
"2447"," angesehner ","1"
"2448"," angesehnere ","1"
"2449"," angesehnerem ","1"
"2450"," angesehneren ","1"
"2451"," angesehnerer ","1"
"2452"," angesehneres ","1"
"21791"," angespannt ","-1"
"21792"," angespannte ","-1"
"21793"," angespanntem ","-1"
"21794"," angespannten ","-1"
"21795"," angespannter ","-1"
"21796"," angespanntere ","-1"
"21797"," angespannterem ","-1"
"21798"," angespannteren ","-1"
"21799"," angespannterer ","-1"
"21800"," angespannteres ","-1"
"21801"," angespanntes ","-1"
"21802"," angespanntest ","-1"
"21803"," angespannteste ","-1"
"21804"," angespanntestem ","-1"
"21805"," angespanntesten ","-1"
"21806"," angespanntester ","-1"
"21807"," angespanntestes ","-1"
"21808"," angestaucht ","-1"
"2454"," angestrebt ","1"
"21809"," angestrengt ","-1"
"21810"," angestrengte ","-1"
"21811"," angestrengtem ","-1"
"21812"," angestrengten ","-1"
"21813"," angestrengter ","-1"
"21814"," angestrengtere ","-1"
"21815"," angestrengterem ","-1"
"21816"," angestrengteren ","-1"
"21817"," angestrengterer ","-1"
"21818"," angestrengteres ","-1"
"21819"," angestrengtes ","-1"
"21820"," angestrengtest ","-1"
"21821"," angestrengteste ","-1"
"21822"," angestrengtestem ","-1"
"21823"," angestrengtesten ","-1"
"21824"," angestrengtester ","-1"
"21825"," angestrengtestes ","-1"
"2455"," angetrieben ","1"
"21826"," angetrunken ","-1"
"21827"," angetrunkene ","-1"
"21828"," angetrunkenem ","-1"
"21829"," angetrunkenen ","-1"
"21830"," angetrunkener ","-1"
"21831"," angetrunkenere ","-1"
"21832"," angetrunkenerem ","-1"
"21833"," angetrunkeneren ","-1"
"21834"," angetrunkenerer ","-1"
"21835"," angetrunkeneres ","-1"
"21836"," angetrunkenes ","-1"
"21837"," angetrunkenst ","-1"
"21838"," angetrunkenste ","-1"
"21839"," angetrunkenstem ","-1"
"21840"," angetrunkensten ","-1"
"21841"," angetrunkenster ","-1"
"21842"," angetrunkenstes ","-1"
"21843"," angetrunkner ","-1"
"21844"," angetrunknere ","-1"
"21845"," angetrunknerem ","-1"
"21846"," angetrunkneren ","-1"
"21847"," angetrunknerer ","-1"
"21848"," angetrunkneres ","-1"
"2456"," angewandt ","1"
"21849"," angewidert ","-1"
"21850"," angewinkelt ","-1"
"21851"," angreifen ","-1"
"21852"," angreifend ","-1"
"17814"," angreifer ","-1"
"17815"," angreifern ","-1"
"17816"," angreifers ","-1"
"17817"," angriff ","-1"
"17818"," angriffe ","-1"
"17819"," angriffen ","-1"
"17820"," angriffes ","-1"
"17821"," angriffs ","-1"
"17822"," angriffslust ","-1"
"21853"," angriffslustig ","-1"
"17823"," angst ","-1"
"17824"," angste ","-1"
"37073"," ängste ","-1"
"21854"," angsteinjagend ","-1"
"17825"," angsten ","-1"
"17826"," angstgefühl ","-1"
"17827"," angsthase ","-1"
"37133"," ängstigen ","-1"
"37134"," ängstlich ","-1"
"37135"," ängstliche ","-1"
"37136"," ängstlichem ","-1"
"37137"," ängstlichen ","-1"
"37138"," ängstlicher ","-1"
"37139"," ängstlichere ","-1"
"37140"," ängstlicherem ","-1"
"37141"," ängstlicheren ","-1"
"37142"," ängstlicherer ","-1"
"37143"," ängstlicheres ","-1"
"37144"," ängstliches ","-1"
"37074"," ängstlichkeit ","-1"
"37145"," ängstlichst ","-1"
"37146"," ängstlichste ","-1"
"37147"," ängstlichstem ","-1"
"37148"," ängstlichsten ","-1"
"37149"," ängstlichster ","-1"
"37150"," ängstlichstes ","-1"
"21855"," angstvoll ","-1"
"2459"," anhaften ","1"
"2460"," anhaltend ","1"
"82"," anhängen ","1"
"2463"," anhängend ","1"
"83"," anhänger ","1"
"84"," anhängerin ","1"
"2464"," anhänglich ","1"
"17828"," anhänglichkeit ","-1"
"17829"," anhäufung ","-1"
"2461"," anheben ","1"
"79"," anhebung ","1"
"80"," anhebungen ","1"
"2462"," anheitern ","1"
"81"," anheiterung ","1"
"21856"," animalisch ","-1"
"2465"," animieren ","1"
"17830"," animosität ","-1"
"17831"," animus ","-1"
"21857"," anklag ","-1"
"17832"," anklage ","-1"
"17833"," anklagen ","-1"
"21858"," anklagend ","-1"
"17834"," anklageschrift ","-1"
"21859"," anklagest ","-1"
"21860"," anklaget ","-1"
"21861"," anklagst ","-1"
"21862"," anklagt ","-1"
"21863"," anklagte ","-1"
"21864"," anklagten ","-1"
"21865"," anklagtest ","-1"
"21866"," anklagtet ","-1"
"2466"," anklang ","1"
"2467"," anklingen ","1"
"2468"," ankommen ","1"
"2482"," ankündigen ","1"
"2469"," ankurbel ","1"
"2470"," ankurbele ","1"
"2471"," ankurbelen ","1"
"2472"," ankurbeln ","1"
"2473"," ankurbelnd ","1"
"2474"," ankurbelst ","1"
"2475"," ankurbelt ","1"
"2476"," ankurbelte ","1"
"2477"," ankurbelten ","1"
"2478"," ankurbeltest ","1"
"2479"," ankurbeltet ","1"
"85"," ankurbelung ","1"
"2480"," ankurbl ","1"
"2481"," ankurble ","1"
"86"," anlageziel ","1"
"2483"," anlegen ","1"
"87"," anlenkung ","1"
"17835"," anliegen ","-1"
"2484"," anliegend ","1"
"2485"," anlocken ","1"
"21867"," anmaß ","-1"
"21868"," anmaße ","-1"
"21869"," anmaßen ","-1"
"21870"," anmaßend ","-1"
"21871"," anmaßest ","-1"
"21872"," anmaßet ","-1"
"21873"," anmaßlich ","-1"
"21874"," anmaßt ","-1"
"21875"," anmaßte ","-1"
"21876"," anmaßten ","-1"
"21877"," anmaßtest ","-1"
"21878"," anmaßtet ","-1"
"17836"," anmaßung ","-1"
"17837"," anmaßungen ","-1"
"88"," anmut ","1"
"2486"," anmutig ","1"
